Username,Ulasan,Keterangan
Iin Mufarida,"Pertama kesana setelah setahun karena pandemi, padahal jg masih di sby tp baru sempet dan berani keluar..
Sebagian udah banyak yg ganti sihh.. Dan tambah banyak spot foto.. Tiket masuk …",1
Acep Lukman,"Mengenal lebih banyak binatang untuk anak-anak kita,, aman dan nyaman lah sambil makan bareng.. foto bareng hewan2 lucu..",1
Rizal Fanani Abdilah,"Tempatnya cukup rindang untuk berkeliling, tiket masuk 15 ribu, banyak stand penjual makanan dengan harga khas tempat wisata.
Naik gajah 75 ribu per orang sudah include foto cetak, sayang hasil fotonya …",0
Kevin Sebastian,"semuanya bagus kecuali,toiletnya kotor,makanannya mahal tapi hewannya kurang banyak macem anak anak gampang bosen,minimal ada dinosaurus berkaki 4 ,tapi maaf sekali lagi orangnya jelek jelek belum mandi mungkin ya",2
Nurlaila bakriudin,"Pelayanannya ramah, jelas dan terbuka ..
Kandang kandang nya tersusun rapii , bersih, aman dan nyaman utkk kunjungan keluarga.. …",1
Rossy Maghfy,"Tempat wisata murah meriah dan bikin anak-anak happy pastinya. Sayangnya ada preman di luar yang menawarkan tempat parkir tapi malah meresahkan karena nyuruh melawan rambu 1 arah akhirnya oleh petugas keamanan disuruh putar balik dan harus putar jauh lagi, ujung-ujungnya tetap turun di depan lagi dan cari parkir sendiri",2
Arie Ariyanto,Sudah lebih baik dari yg terakhir datang 5 thn lalu.. Masih perlu banyak perbaikan..terutama kebersihan Dan sitting area yg layak bin bersih..penataan alur pengunjung biar ga tabrakan.. buat ticket terusan..kalau tiap wahana bayar jadi kerasa mahal,0
Mesayu Astining,"Salah satu tmpat yg nyaman cocok utk melepas lelah dan berekreasi bersama keluarga.
Lokasi dekat dengan stasiun wonokromo,jd bagi yg ingin menuju kesini dengan naik …",1
Haryansyach Hary,"Sangat mudah menemukan tempat wisata ini, anda hanya perlu mencari salah satu ikon terkenal di Kota Surabaya yaitu monumen atau patung bertuliskan “SUROBOYO”. …",1
boysport,Lingkungan GK bau.. dan nyaman buat untuk anak anak edukasi pengetahuan hewan kepada anak,0
adinda meidiah,"Hati2 d sni banyak pungli, malah ad pungli yg mengarahkan untuk prkir d dalam tapi si pungli mau ikut masuk ke dalam mobil😂, lawak kali ya, punglinya mau ngerampok kah? Smpai mau ikut masuk k mobil. Akhirnya ad parkiran si pungli yg hrganya 25rb lebih mahal dri tiket per org. …",2
Rahma Widianto,"Tempatnya bagus, nyaman buat keluarga, hewan-hewannya terawat dan terjaga dengan baik, harga tiket terjangkau",1
Rina Akhmad,"Tempatnya sekarang lebih bagus dan bersih.pembayaran bisa dengan tunai dan nontunai.mungkin untuk saran bisa dibuatkan rute petunjuk perjalanan 1 arah untuk wisatawan, jadi bisa melihat semua hewan dan wahana yang ada. karena pengalaman ke sana pasti ada hewan yang belum sempat dilihat.karena mungkin salah memilih rute",1
rofi rofi,"tike masuk  15 rb,,tempat nya sejuk adem,,saran saya bawalah makan yg banyak dr rumah",1
Yulia Wulansari,Cocok banget buat liburan. Harga terjangkau,1
Na Biyeh,Kebun binantang surabaya sekarang lebih bersih,1
Ivo Triaswati,Ke sini saat hari libur suasananya ramai banyak orang,0
Fariz Hernaliansyah,"makanan di dalam cukup mahal
gorengan 4000an
teh pucuk 8000an …",2
Nita Indriani,"Jalan-jalan sendirian ke sini buat healing dan rasanya beneran bisa healing!! Banyak menu yang bisa dibeli di dalem, tapi kita juga diperbolehkan bawa makan dari luar. Suasananya sejuk banget di tengah-tengah kota surabaya yg super panas. Cocok banget buat liburan sekeluarga",1
Biutifa Fisisa P,"Tempatnya bagus, bersih, indah dan terawat banget. Kandang2 ya bersih ga ada yg bau. Hewan2 juga sehat dan bersih terawat. Keren banget pokoknya. Meskipun di tengah kota, ketika masuk ke dalam sini suasananya berbeda banget, sejuk dan …",1
Dewi Puji,"Sekarang makin banyak fasilitasnya ,  ada rumah jamur, dll. tapi harus ada beli tiket tambahan ada yang15 ribu - 25 ribu per orang.",0
Muhammad Riyas,"Kebun binatang termurah yang pernah saya masuki. Hewan-hewannya juga sangat beragam, luar maupun dalam negeri ada. Salah satu lokasi wajib kunjung kalo lagi di Surabaya.",1
Vthree,"Lebih baik dr sebelumnya, lbh bersih, cuma satwanya tdk terlalu banyak, tp lebih tertata, enak dilihat, tiket masuk murah, tp parkir nya kurang luas …",1
Normande Achmad,"Setiap tahun menjadi destinasi wajib, fasilitas, wahana dan kesehatan binatang sudah banyak mengalami perbaikan, worth it banget untuk dikunjungi,
Tiket masuk 15.000 per orang, tiket aquarium 30.000 per orang, tiket feeding …",1
tenny septiyaningsih,"Terakhir ke sini dulu masih kelas 2 SMP,dan kemarin ke sini umur 29th.
Oke,aku datang ke KBS sekitar jam 8pagi dan parkirnya masih luaaaaassss kosong banget,ada beberapa orang yang udah dateng. Banyak banget jasa2 foto yang nawarin …",1
Fani Irene,"Sudah bagus, bersih, dan murah pertahankan untuk wisata di surabaya biar g jauh jauh ke prigen cukup di surabaya heheheh",1
Panca Inggit,"Kebun binatang yang di kelola dgn baik, setiap petugas berpatroli untuk mengingatkan memakai masker dan jaga jarak.
Luas dan bersih, namun untuk masuk masih belum berjaga jarak, cek suhu tubuh juga terkesan terburu buru.",0
Chan Dika,Dengan fasilitas dan harga yg ringan di kantong bisa menjadi pilihan rekreasi akhir pekan dengan keluarga maupun kerabat,1
yuniar pribadi,"Kebersihan (+)

Keramahan (+) …",1
Elfira Puspita Sari,"+ Salahsatu tempat wisata yg baik untuk anak.
+ Tiket masuk awal 15ribu, bayi (anak dibawah tinggi 85cm gratis).
+ Didalamnya ada tempat aquarium, kalau mau masuk bayar lagi 15ribu/org. …",1
Roro Bunda Rafan 6C Arfan.F 3A,Tempat wisata edukasi yang murah meriah. Tiket hanya 15000. Banyak tempat duduk untuk istirahat. Teduh banyak pohon tinggi. Banyak spot foto yg apik. Bersih. Makanan d dalam pun standar gak terlalu genjot harga.. siiplah,1
Rohim Ucihb,Tempat wisata yg bagus dan menarik untuk di kunjungi sebagai tempat rekreasi baik bersama keluarga atau pun teman,1
Suparman Gendut,"Banyak Premannya....
Alasan Parkiran Penuh....
Mobil diarahkan ke parkiran Jl MARMOYO …",2
ellen thiastiane,"Mumpung mudik ke rumah mbah uti, kemarin mampir sekalian donk ke Zoo Rabaya, alias Kebun Binatang Surabaya. …",1
Nikmatul Fauziyah,Bagus tempatnya gak pernah berubah seperti kayak waktu dulu pernah kesini sama orang tua . Dan waktu kesini ada renovasi buat Selfi Selfi banyak tukangnya . Dan waktu kesini sama suami dan anak saya buat belajar serta mengenal hewan-hewan yang ada.saran dan kritik saya tempatnya harus dibersihkan supaya tidak bau kotoran hewan saja .,1
Gatot Kurniawan,Tempat edukasi bagi kaum pelajar mulai dari taman kanak-kanak untuk mempelajari dan mengenalkan satwa alam hingga untuk melepas penat bagi orang dewasa. Selain itu tempat ini bisa juga digunakan untuk observasi penelitian  bagi mahasiswa . Harga tiket masuk sangat terjangkau,1
Candra Ayu Novia Sari,"sangat sejuk dan luas tempatnya..untuk area parkir juga sangat memadahi terutama parkir spdh motor. terdapat berbagai macam hewan cocok untuk edukasi anak anak. Namun, ada kalanya jika berkunjung di waktu yang tidak tepat binatang masih …",1
Rangga Indra D.,Sebelum pintu masuk banyak parkir liar yang berbohong bilang parkiran KBS penuh sehingga pengunjung diarahkan ke tmpt parkir liar. Untuk pengurus KBS mohon dapat ditertibkan parkir liarnya karena sangat merugikan pengunjung,2
Mutia Nisa JMCI,Recomended untuk mengajak keluarga dan mengedukasi anak tentang jenis jenis binatang. Lumayan lengkap. KBS juga menerapkan protokol kesehatan mengukur suhu tubuh sebelum masuk dan mewajibkan pengunjung cuci tangan sebelum masuk serta menjaga jarak.,1
Ayudia Kaniashvari Djelantik,"Kesini terakhir tahun 2018, banyak yg sudah berubah. Jadi lebih rapi pengelolaannya. Sudah bisa beli tiket langsung di loket, harga masi sama 15.000",1
Dian Lyrach,"Kebun Binatang Surabaya sudah berbenah diri. Dan hasilnya terlihat sekali. Area-area kumuh sudah tidak terlihat, semua spot di penjuru KBS tertata rapi dan cantik. Bahkan ada beberapa spot yang cukup instagramable. Hewan-hewannya juga …",1
Riki A. Setiawan (RichArt),"saya suka saya suka, wisata yang sangat edukatif,,, Long life Surabaya Zoo

nb; sebelum berkunjung ke KBS baiknya beli tiket dl, pembelian tiket hanya via …",1
# mrandmrsguntur,"Hari minggu saya dan keluarga jalan jalan ke bonbin surabaya

HTM 15.000 ( weekend ) …",1
Marmer Tulungagung Lokal,"Hampir setiap hari ramai dipadati pengunjung yang sebagian besar dari mereka merupakan keluarga yang sedang melakukan study tour menemani anak-anak mereka di rombongan TK - SD. Ada pembaharuan di pembangunannya, lebih baik dan bagus dari …",1
Mak aulia,Wisata murah meriah,1
Rayhand Firdaus,Tempat nya nyaman harga tiket nya relatif murah meriah Dan sangat cocok untuk ber wisata murah meriah hari ini saya bersama keluarga melakukan kunjungan ke kebun binatang surabaya datang menggunakan sepeda motor dengan tarif parkir seharga …,1
erma arsyandi,"Banyak perubahan .... banyak yg baru mengikuti tren saat ini. mulai dibuatkan area Selfi... Ada baby zoo area juga. Aquariumnya juga baru, banyak ikan yg bagus bagus, ruangannya sejuk ber AC, bersih, keramiknya baru. Disetiap point disertai …",1
Agus Sabur,"Menyenangkan.
Beberapa petunjuk arah, papan petunjuk lokasi sudah agak kusam.
Perlu tangan dingin gar bisa berfungsi lagi",1
Fitri Indra,"Sekarang semua lewat digital yaa, beli tiket pun online, pembayaran via transfer. Rekening KBS nya Mandiri ya, jadi kalo transfer dari bank lain kena biaya tambahan. Dan untuk barcode dikirim lewat wa. Sebetulnya enak beli langsung di loket …",0
fyp,dua minggu sekali kesini krn punya ank cowo yg suka bgt liat hewan hewan ..hrsnya ada member potongan nih 😆😆 …,1
Indah.Azzam. Nadia,"Asri, nyaman, lebih teratur, rapi, jauh lebih baik sejak saya terakhir berkunjung 🥰👍 …",1
aqila abid,Wisatanya bagus cuma 1 tolong parkir liar yg ada di pintu selatan di tertibkan atau di bina karena bisa merugikan wisatawan. Tarif parkir mobil aja 35 ribu.,2
arifin hadikusuma,"Hewannya kurang lengkap, tiket masuk ga berlaku utk smua tempat, masuk aquarium harus bayar lagi",2
Reza Iqbal,"Kenangan masa kecil nih KBS. Banyak buanget yang sudah berubah di sini. Aslinya kalau dikembangkan dengan baik, KBS bisa makin bersih, rapi, dan keren. …",1
Putra Bungsu,"tempat kebun binatang yang paling luar biasa. hiburan dengan teman, maupun pasangan dan keluarga sangat tepat banget",1
Uchky Adi Saputra,"Tempat Legenda Surabaya Dan Wisata Ditengah Kota, penuh kenangan dan jejak langkah masa kecil, lari kesana kesini bareng orang tua, membawa makanan dan minuman dari rumah, memberi makan hewan dan naik Gajah ditemani orang tua, ada kapal air …",1
ferbiati bie,"Luas, adem,koleksi satwanya juga lumayan lengkap, lebih bersih, banyak pembangunan dan revitalisasi kandang satwa. Banyak spot foto foto untuk menarik pengunjung. …",1
Dava Febriana,"Momong anak"" disaat libur sklh,,lht suasana kbs dgn bbrp koleksi satwa yg beragam..anak"" terhibur lmyn utk koleksi memori stlh mrk dewasa nti.. Htm jg murah,,cm kalo libur berjubel bkin pusing.. G antri sih utk msk ckp 5menit sj dh dpt …",1
Peter Tanuwijaya,Keren bagus .. cocok untuk family cation & edukasi anak,1
Indra Bayu CG,"Salah satu tempat iconic di Surabaya, buat yang suka foto-foto banyak scenery untuk berfoto. Harga tiket dewasa 15.000 saat review ini ditulis. Di dalam KBS ada banyak hal yang bisa di-explore, mulai dari feeding time, riding, perahu kayuh, …",1
aziz murtadlo,"Tempat yang asik untuk mengajak anak mengenal lebih jauh tentang satwa, tiket yang cukup murah, tidak di sarankan untuk masuk area aquarium karena tidak banyak jenis ikan di sana.tersedia beberapa toilet umum yang harus bayar lagi (tidak …",1
Sakha Business ID,"Kapok, parkirnya gak ramah.. banyak tukang parkir liarnya.. Parkir dalam ditulisin penuh, tp pas masuk liat di dalem banyak kosong...",2
Syarifah Laili,"Bagus buat anak-anak, bisa picnic sekeluarga hanya saja sekarang aquariumnya Ada tiket masuk. …",0
arna kurniawan,Terakhir kesini 2015 dan sudah banyak perubahan ternyata. Tapi tetep. Keliling KBS capek nya sama. Luas banget cuy. Ada beberapa kandang yg hewannya kurus kering dan bulunya rontok. Deretannya rusa2 tapi lupa rusa apa namanya yg kurus tadi. …,0
Heysha Narulita,"Wisata anak, tempat bersih dan terawat, harga tiket yg saya dapat 15.000 tapi saudara yg masuk duluan dapat harga 30.000 padahal hari yg sama beda 15 menit aja.",0
Sofy Ana,"Benar2 tempat wisata yang bagus, baik buat anak kecil untuk belajar mengenal nama2 binatang, baik untuk semua kalangan,, ada hiburan orkes angklung juga,, yang di sukai nenek kakek,, pokoknya puas bangett sudah beekunjung disini,, tempatnya bersih sejuk ☺️",1
Reza Dwi A,"Harga makanan di dalam kadang murah kadang mahal
Mungkin penyesuaian di hari libur besar
Parkir enak terminal Joyoboyo lalu masuk KBS via pintu selatan",0
Ferdyan Rahmansyah,Kebun binatang yang menarik di Surabaya dan tempat wisata yang merakyat di Jawa Timur. Beda sama yang dulu sekarang lebih bersih lebih keren hewannya juga beragam. Tapi sayang waktu liburan banyak banget pengunjungnya jadi full banget …,0
Bimar Dwi wahyulantoro,"sekarang untuk pembelian tiket secara on line harga tiket 15k/org untuk aquarium masih harus membayar kembali 15k/org
KBS skrg beda dgn yg dulu skrg sudah tertata rapi bersih …",0
Ridho Setiawan,"foto malam disini, sama kang foto aja gak mahal",1
Erlangga,"Tempat liburan keluarga murah nyaman di Surabaya.

(+) …",1
Rachel May amoritha Amoritha,"Kebun Binatang sudah di tata kembali dengan baik. Good !

Hati² dengan harga barang² yang di jual lebih mahal dari biasanya dan orang² di …",1
alfa sania,Tambah bagus kbs nya.. dan harga masuknya kemaren 5 januari 2020 masih 15 ribu an. Dalemnya bersih sejuk.. liburan tipis2 bisa kesini. Lebih menganjurkan hari biasa biar ga terlalu rame. Untuk aquarium masuk nya sekarang bayar lagi 15 ribu juga kalo tidaj salah.,1
MAULANA SULTON,"Kebun binatang surabaya semakin bagus, semakin bersih dan yang membuat saya suka sekarang di kebun binatang surabaya sangat sejuk. Tak kalah sejuk dengan kota2 yang ada di pegunungan. Saat ini kebun binatang surabaya sedang melakukan renovasi demi memperbarui fasilitas yang ada.",1
Heny Trisya,"Penataan ok, suasana ok,  tempat duduk ok, penataan PKL ok,
Minusnya : saluran air (kotoran) yg ada di area pejalan kaki masih blm tertutup semua, jadi terlihat kumuh, …",0
Oliveia Faizin,"Salah satu destinasi wisata murah di kota surabaya. Tiket masuk 15rb/org, anak dgn tinggi badan diatas 85cm kena tiket. Tempatnya sudah lebih bersih daripada taun2 sebelumnya. Banyak spot foto. …",1
SITI AMIRUL,"klu ke surabaya , ajaklah keluarga mampir ke KBS , terutama yg pny balita, pasti menyenangkan bagi anak2 kita bisa mengenal langsung beranekaragam binatang",1
Andri K,"harga tiket murah 15k/org.. parkir luas, cocok ajak anak2.. sering dibuat acara sekolah TK, sd.. Tempat luas bisa setengah hari untuk menikmati semua tempat satwa. Di luar bonbin banyak makanan minuman.  Di dalam ada stan jualan makanan dan cinderamata yg khas sby zoo dan surabaya.",1
Willy Singgih Chandrasasmita,"I prefer called it Kebun Binatang Surabaya, rather than Surabaya Zoo.
Berlokasi di tengah kota, kawasan Darmo, Kebun Binatang Surabaya ini dahulu merupakan kebun binatang terbesar dan hebat se Asia Tenggara. …",1
Ripa Mahmudah,Tempatnya nyaman untuk berwisata dengan keluarga da menambah wawasan kita dana anak²tentang bintang²,1
DEfiL Pemangsa Bakso,Pas mau merekam suara Singa terganggu suara musik yg terlalu keras,0
Auliya Fahmi,Jukir liar nya parah sih masa di tarikin 25 rbu buat parkir kalah2 jatim park group.. …,2
Riza Umami,"Kalau main ke Surabaya, cobalah buat ke sini. Tiket masuk murah cuma Rp15.000,00 dan itu sudah puas keliling bonbin lihat berbagai hewan tetepi kalau mau masuk ke aquarium, naik perahu atau naik gajah nanti bayar lagi. Sangat cocok ke sini …",1
Afrencia Rere,"Udah lama bnget ga kesini , kesini krna mau antar tamu dr desa . Memang harga murah , skrng beli tiket pakai sistem online , agak ada perubahan drpadi yg dulu sih cuman binatang nya terlalu banyak jenis primata , untuk beberapa hewan kenapa …",0
Masak Ala-ala,"Tempatnya bersih , luas",1
Nuris Hisan Nazula,Lumayan banget untuk harga 15 ribu hehe,1
Rika Rijki,"Tempatnya makin bersih, cuman beberapa toilet perlu di renovasi agar terlihat lebih bersih, pembelian tiket sekarang lewat online melalui website, jadi tidak bisa beli lgsg di tempat ya guys sekarang.",1
Zuki Rama,"Kebun Binatang (bonbin) Surabaya atau KBS luasnya kurang lebih 15 hektar. Merupakan tempat bagi lebih dari 350 spesies binatang, dengan jumlah hewan secara keseluruhan mencapai 2000 ekor. Baik binatang lokal maupun binatang mancanegara yang …",1
Ardi emoticon,Kebun binatangnya bagus. Kebersihan juga lumayan. Tapi minusnya itu dikandang sama dipapan informasi beda. Hewannya A tapi papan namanya didepan kandang B. Dan banyak yg sudah burem sampai tidak terbaca. Dan untuk aquariumnya tidak sesuai …,2
Elvina,"Secara keseluruhan sudah oke lah ya dari yang dulu. Tempatnya sudah nyaman, bersih, dan banyak pohonnya. Tempat duduk juga banyak. Untuk masuk hanya membayar 15.000 / orang, kalau mau masuk ke aquarium membayar 10.000 /orang. Kalau aquarium …",1
Anjar 123,tempatnya sejuk banyak juga jenis hewan hewanya cocok deh klo buat liburan sama keluarga,1
Rizza Nur Anggraini,"KBS saat ini lebih bagus banyak bangunan baru, perbaikan tempat, dan sepertinya banyak hewan2 yang baru.
Cocok untuk wisata keluarga tiket masuk dan parkir terjangkau.
Masukan sajah untuk tempat sepeda air supaya lebih di bersihkan lgi.",1
